id,title,vote_average,vote_count,revenue,runtime,imdb_id,original_language,overview,popularity,genres,spoken_languages,keywords
61791,Rise of the Planet of the Apes,7.289,10799,482860185,105,tt1318514,en,"A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.",38.032,"Thriller, Action, Drama, Science Fiction",English,"intelligence, dystopia, zoo, alzheimer's disease, cage, golden gate bridge, ape, monkey, medical research"
161,Ocean's Eleven,7.43,10774,450717150,116,tt0240772,en,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",39.17,"Thriller, Crime","Italian, English","prison, casino, pickpocket, strip club, heist, con artist, thief, caper, atlantic city, salt lake city, utah, las vegas, card dealer, explosives expert"
745,The Sixth Sense,7.944,10754,672806292,107,tt0167404,en,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",32.836,"Mystery, Thriller, Drama","Latin, Spanish, English","dying and death, child abuse, philadelphia, pennsylvania, sense of guilt, afterlife, marriage crisis, loss of loved one, confidence, psychology, paranormal phenomena, single, psychological thriller, cowardliness, single mother, school play, ghost, child, spiritism, ghost child"
194,Amélie,7.905,10750,173921954,122,tt0211915,fr,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",42.494,"Comedy, Romance","French, Russian","daughter, paris, france, love triangle, photography, ghost train, sex shop, shyness, journey around the world, postcard, romantic comedy, hypochondriac, romance, cafe, kindness, magic realism, child's point of view, montmartre, paris, neighbor neighbor relationship, father daughter relationship, happy ending, childhood memory, euphoric"
111,Scarface,8.168,10749,66023329,169,tt0086250,en,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",54.199,"Action, Crime, Drama","English, Spanish","corruption, sibling relationship, miami, florida, cuba, loss of loved one, gangster, cocaine, rise and fall, remake, drug cartel, mafia, drug lord, bitterness, rise to power, miami beach, cuban refugees, drug war, inflammatory"
146233,Prisoners,8.091,10748,122126687,153,tt1392214,en,"Keller Dover faces a parent's worst nightmare when his 6-year-old daughter, Anna, and her friend go missing. The only lead is an old motorhome that had been parked on their street. The head of the investigation, Detective Loki, arrests the driver, but a lack of evidence forces Loki to release his only suspect. Dover, knowing that his daughter's life is at stake, decides that he has no choice but to take matters into his own hands.",35.085,"Drama, Thriller, Crime",English,"pennsylvania, usa, kidnapping, hostage, detective, maze, symbolism, investigation, georgia, beating, revenge, vigilante, rural area, crime scene, brutality, candlelight vigil, animal cruelty, neo-noir, sex offender, child abduction"
73,American History X,8.352,10729,23875127,119,tt0120586,en,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",36.427,Drama,English,"prison, neo-nazism, rape, skinhead, sibling relationship, swastika, brother, fascism, jail, school, los angeles, california, family, xenophobia, interracial friendship, nazism"
138843,The Conjuring,7.541,10683,320406242,112,tt1457767,en,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",105.394,"Horror, Thriller",English,"sibling relationship, 1970s, cellar, exorcism, haunted house, possession, satanism, rhode island, based on true story, paranormal investigation, crucifix, ghost, shocking, demonic, demonology, psychic vision, the conjuring universe"
222935,The Fault in Our Stars,7.598,10655,307166834,126,tt2582846,en,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",30.209,"Romance, Drama",English,"based on novel or book, support group, amsterdam, netherlands, cancer, valentine's day, star crossed lovers, teen drama, oxygen tank, based on young adult novel"
11036,The Notebook,7.88,10629,115603229,123,tt0332280,en,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",55.483,"Romance, Drama",English,"secret love, based on novel or book, love of one's life, fight, poem, river, sadness, class, dementia, tears, candle, mailbox, valentine's day"
76203,12 Years a Slave,7.945,10603,187000000,134,tt2024544,en,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",34.808,"Drama, History",English,"slavery, plantation, based on memoir or autobiography, violin player, physical abuse, black slave, usa history, slave owner, 19th century, sold into slavery, abolitionist, landowner, abuse of power, african american history"
62,2001: A Space Odyssey,8.076,10575,71923560,149,tt0062622,en,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",48.932,"Science Fiction, Mystery, Adventure","English, Russian","man vs machine, moon, jupiter, artificial intelligence (a.i.), based on novel or book, technology, super computer, space travel, space mission, moon base, astronaut, evolution, monolith, space station, space opera, 2000s"
49530,In Time,6.953,10556,173930596,109,tt1637688,en,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",67.242,"Action, Thriller, Science Fiction",English,"future, race against time, immortality, bank, dystopia, time, love, on the run, class differences, cops and robbers , rich vs poor, in time"
812,Aladdin,7.645,10547,504050219,95,tt0103639,en,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street urchin Aladdin. The couple falls in love, although Jasmine may only marry a prince. After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",52.027,"Animation, Family, Adventure, Fantasy, Romance",English,"princess, magic, tiger, cartoon, parrot, sultan, flying carpet, wish, musical, love, monkey, arab, aftercreditsstinger, genie, arabian nights, animal sidekick, magic lamp"
490132,Green Book,8.242,10542,319700000,130,tt6966692,en,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",34.768,"Drama, Comedy","English, Italian, Russian","friendship, southern usa, road trip, racism, pianist, driver, lgbt, road movie, music tour, 1960s, roadtrip, feel good"
38757,Tangled,7.599,10539,592461732,100,tt0398286,en,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",84.14,"Animation, Family",English,"princess, magic, hostage, fairy tale, horse, musical, blonde, tower, selfishness, healing power, adventurer, based on fairy tale, duringcreditsstinger, healing gift, animal sidekick, magic land"
8358,Cast Away,7.662,10531,429632142,143,tt0162222,en,"Chuck Nolan, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.",32.387,"Adventure, Drama","Russian, English","exotic island, suicide attempt, volleyball, survival, loneliness, airplane crash, deserted island, tropical island"
36657,X-Men,6.996,10530,296339527,104,tt0120903,en,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",1.259,"Adventure, Action, Science Fiction",English,"superhero, mutant, based on comic, superhuman"
93456,Despicable Me 2,6.916,10523,970761885,98,tt1690953,en,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,46.283,"Animation, Comedy, Family",English,"parent child relationship, adoptive father, secret agent, bakery, sequel, falling in love, family, single father, audition, female agent, duringcreditsstinger, first date, supervillain, despicable, masked supervillain, illumination, minions"
9502,Kung Fu Panda,7.24,10503,631744560,90,tt0441773,en,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",52.866,"Action, Adventure, Animation, Family, Comedy",English,"martial arts, kung fu, strong woman, china, tiger, bravery, restaurant, shop, panda, sensei, anthropomorphism, fighting, master, destiny, crane, aftercreditsstinger, wuxia, monkey warrior, viper, lighthearted, dramatic, intense, awestruck, earnest"
1858,Transformers,6.8,10477,709709780,143,tt0418279,en,Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.,10.172,"Adventure, Science Fiction, Action","Spanish, English","transformation, destroy, alien, based on toy, robot, duringcreditsstinger, teenage hero, griffith observatory, transformers"
601,E.T. the Extra-Terrestrial,7.512,10467,792965500,115,tt0083866,en,"An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliot, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",50.334,"Science Fiction, Adventure, Family, Fantasy",English,"farewell, space marine, operation, flying saucer, nasa, homesickness, loss of loved one, extraterrestrial technology, prosecution, riding a bicycle, halloween, finger, flowerpot, alien, single, single mother"
8681,Taken,7.387,10432,226830568,94,tt0936501,en,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",58.646,"Action, Thriller","English, French, Arabic, Albanian","rescue, paris, france, kidnapping, prostitution, sex trafficking, albanian, missing daughter, ex special forces, ex-cia agent, abduction, search for daughter, army veteran"
351286,Jurassic World: Fallen Kingdom,6.548,10431,1310466296,129,tt4881806,en,"Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",44.365,"Action, Adventure, Science Fiction, Thriller","English, Russian","tyrannosaurus rex, volcano, rescue mission, sequel, wild animal, prehistoric creature, dinosaur, genetic engineering, aftercreditsstinger, monster island"
115,The Big Lebowski,7.842,10390,47010480,117,tt0118715,en,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",30.996,"Comedy, Crime","English, Hebrew, Spanish, German","vietnam veteran, white russian, bowling, carpet, nihilism, heart attack, kidnapping, lsd, marijuana, los angeles, california, millionaire, cowboy, ashes, impregnation, bowling team, unemployed, bowling ball, neo-noir, weeds"
119450,Dawn of the Planet of the Apes,7.306,10321,710644566,130,tt2103281,en,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",59.336,"Science Fiction, Action, Drama, Thriller",English,"dystopia, post-apocalyptic future, animal attack, leader, colony, forest, sequel, woods, ape, scientist, monkey, medical research, plague, 2030s"
207,Dead Poets Society,8.312,10311,235860116,128,tt0097165,en,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",38.942,Drama,"English, Latin","individual, friendship, philosophy, poetry, literature, professor, coming of age, teacher, school play, vermont, schoolteacher, preparatory school, 1950s, teenager"
372058,Your Name.,8.514,10303,357986087,106,tt5311514,ja,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",68.999,"Romance, Animation, Drama",Japanese,"race against time, afterlife, natural disaster, supernatural, time travel, comet, romance, tragedy, school, body-swap, nonlinear timeline, star crossed lovers, anime, dreams"
338952,Fantastic Beasts: The Crimes of Grindelwald,6.876,10203,654855901,134,tt4123430,en,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",29.783,"Fantasy, Adventure, Family","English, French","witch, new york city, paris, france, magic, school of witchcraft, sequel, prison escape, old flame, wizard, magical creature, 1920s, good versus evil, dark magic, follower, wizarding world"
562,Die Hard,7.775,10202,140767956,131,tt0095016,en,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",36.754,"Action, Thriller","English, German, Italian","based on novel or book, s.w.a.t., hostage, fbi, christmas party, vault, heist, murder, shootout, los angeles, california, terrorism, one man army, hostage negotiator, one night, 1980s, action hero, german"
291805,Now You See Me 2,6.83,10172,334901337,129,tt3110958,en,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",33.753,"Crime, Thriller, Action, Mystery","Cantonese, Mandarin, English","prison, new york city, magic, kidnapping, fbi, card trick, secret society, hypnosis, illusion, twin brother, heist, revenge, vigilante, on the run, fake death, perception, illusionist, secrecy, illusionism, debunker, sleight of hand, fbi agent, twists, magic shop, magicians, in hiding, macau, china, exposed, best of the best"
771,Home Alone,7.412,10140,476684675,103,tt0099785,en,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.",1.826,"Comedy, Family","English, French","burglar, holiday, family relationships, slapstick comedy, little boy, home invasion, precocious child, booby trap, home alone, suburban chicago, mischievous child, christmas, kids on their own, child rescue"
604,The Matrix Reloaded,7.039,10128,738599701,138,tt0234215,en,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",44.605,"Adventure, Action, Thriller, Science Fiction","English, French","dying and death, future, mission, man vs machine, underground world, martial arts, kung fu, hero, dream, artificial intelligence (a.i.), computer, saving the world, computer virus, virtual reality, fight, prophecy, faith, truth, key, dystopia, plato, precognition, rave, car crash, cyberpunk, woman director, action hero, gnosticism, oracle"
953,Madagascar,6.892,10103,542063846,86,tt0351283,en,"Alex the lion is the king of the urban jungle, the main attraction at New York's Central Park Zoo. He and his best friends—Marty the zebra, Melman the giraffe and Gloria the hippo—have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape—with the help of some prodigious penguins—to explore the world.",54.83,"Family, Animation, Adventure, Comedy","English, French, German, Portuguese, Spanish","friendship, island, escape, africa, lion, zoo, hippopotamus, giraffe, penguin, cartoon, zebra, slapstick comedy, madagascar, animal, lemur, escaped animal, talking animal"
266856,The Theory of Everything,7.86,10069,123726688,123,tt2980516,en,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",20.867,"Drama, Romance","Latin, English, French, Italian","husband wife relationship, biography, based on true story, physicist, based on memoir or autobiography, fictional biography, motor neuron disease, als, cambridge university"
242582,Nightcrawler,7.703,10032,50300000,118,tt2872718,en,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",44.274,"Crime, Drama, Thriller",English,"underground, psychopath, journalism, job interview, cynicism, sociopath, crime scene, psychological thriller, los angeles, california, home invasion, stakeout, newsreel footage, character study, neo-noir, ethics, stringer, police scanner, news business"
82992,Fast & Furious 6,6.817,10021,788680968,131,tt1905041,en,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries; Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.",6.263,"Action, Thriller, Crime","Cantonese, Dutch, English, Japanese, Russian, Spanish","car race, sequel, street race, car theft"
75612,Oblivion,6.618,10015,286168572,124,tt1483013,en,"Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",30.901,"Action, Science Fiction, Adventure, Mystery",English,"spacecraft, dystopia, post-apocalyptic future, based on comic, space, drone, surveillance, human vs alien, 2070s"
310,Bruce Almighty,6.706,10010,484592874,101,tt0315327,en,"Bruce Nolan toils as a 'human interest' television reporter in Buffalo, N.Y., but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God—and the Almighty responds, endowing Bruce with all of His divine powers.",33.909,"Fantasy, Comedy",English,"new love, lovesickness, moon, street gang, moses, faith, prayer, christianity, journalism, car crash, god, religion, relationship, news reporter, female journalist, religious conflict, responsibility, praying, almighty"
13223,Gran Torino,7.994,10003,269958228,116,tt1205489,en,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",35.849,Drama,English,"rape, war veteran, gangster, immigration, old man, priest, gang, detroit, michigan, widower, hmong"
168259,Furious 7,7.238,9988,1515341399,137,tt2820852,en,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,62.276,"Action, Thriller, Crime","Arabic, English, Spanish, Thai","car race, speed, street race, revenge, race, muscle car"
211672,Minions,6.395,9969,1156730962,91,tt2293640,en,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",26.414,"Family, Animation, Adventure, Comedy",English,"assistant, aftercreditsstinger, duringcreditsstinger, evil mastermind, illumination, minions"
36557,Casino Royale,7.543,9959,599045960,144,tt0381061,en,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",43.407,"Adventure, Action, Thriller","English, French","banker, casino, based on novel or book, poker, italy, money, torture, terrorism, mi6, british secret service, montenegro"
18,The Fifth Element,7.53,9947,263920180,126,tt0119116,en,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",49.67,"Adventure, Fantasy, Action, Thriller, Science Fiction","English, Swedish, German","new york city, flying car, taxi, egypt, race against time, saving the world, cyborg, dystopia, anti hero, stowaway, space travel, arms dealer, alien life-form, end of the world, priest, shootout, police chase, cab driver, cyberpunk, archaeologist, space opera, military, opera singer, futuristic city, ancient evil, cruise liner, elemental, hieroglyphics, spaceship, good versus evil, alien robot"
12405,Slumdog Millionaire,7.734,9916,378410542,120,tt1010048,en,"A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",22.969,"Drama, Romance","French, Hindi, English","based on novel or book, slum, cheating, suspicion, mumbai (bombay), india, game show, quiz, orphan, duringcreditsstinger, taj mahal, india"
62211,Monsters University,7.0,9903,743559607,104,tt1453405,en,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,44.116,"Animation, Family",English,"friendship, monster, door, games, training camp, dormitory, feud, bully, prequel, best friend, university, fraternity, aftercreditsstinger, college student, personification"
51876,Limitless,7.186,9900,161849455,105,tt1219289,en,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",33.384,"Thriller, Mystery, Science Fiction","English, Italian, Russian, Mandarin, French","new york city, medicine, politician, iq, pill, stalking, superhuman, writer, drugs, threat, knowledge, nootropics, mind booster"
206647,Spectre,6.533,9893,880674609,148,tt2379713,en,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",33.598,"Action, Adventure, Thriller","French, English, Spanish, Italian, German","based on novel or book, spy, secret agent, sequel, mi6, british secret service, united kingdom"
84892,The Perks of Being a Wallflower,7.8,9844,33400000,103,tt1659337,en,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",40.616,Drama,English,"school friend, depression, high school, friendship, based on novel or book, trauma, coming of age, freshman, school, teenage boy, high school student, first love, aunt nephew relationship, lgbt, mental health, lgbt teen, pittsburgh, pennsylvania, 1990s, based on young adult novel, gay theme, boys' love (bl), teenager"
1417,Pan's Labyrinth,7.757,9839,83258226,118,tt0457430,es,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",35.672,"Fantasy, Drama, War",Spanish,"princess, army, spain, fairy tale, resistance, servant, anti hero, franco regime (francoism), woods, love, cruelty, hiding, labyrinth, magic realism, mythological, dark fairy tale, children in wartime, post spanish civil war, faun"
8844,Jumanji,7.239,9833,262821940,104,tt0113497,en,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.",13.444,"Adventure, Fantasy, Family","English, French","giant insect, board game, disappearance, jungle, recluse, stampede, based on young adult novel"
76600,Avatar: The Way of Water,7.654,9830,2320250281,192,tt1630029,en,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",241.285,"Science Fiction, Adventure, Action",English,"dying and death, loss of loved one, alien life-form, resurrection, dysfunctional family, sequel, alien planet, distant future, adopted child, rebirth, family dynamics, adopted son, stronger villain, war"
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.126,9808,745013115,143,tt0363771,en,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",123.542,"Adventure, Family, Fantasy","English, German","witch, epic, sibling relationship, saving the world, based on novel or book, self sacrifice, winter, fairy tale, cupboard, beaver, lion, surrealism, battle, based on children's book, fantasy world, duringcreditsstinger, 1940s, high fantasy, isekai, based on young adult novel, faun, good versus evil"
2080,X-Men Origins: Wolverine,6.254,9797,373062864,107,tt0458525,en,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",4.317,"Adventure, Action, Thriller, Science Fiction",English,"army, corruption, superhero, mutant, boxer, based on comic, prequel, spin off, aftercreditsstinger, duringcreditsstinger"
1359,American Psycho,7.4,9797,34266564,102,tt0144084,en,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",55.224,"Thriller, Drama, Crime","English, Spanish, Cantonese","new york city, based on novel or book, businessman, psychopath, grave, dark comedy, satire, wall street, serial killer, chainsaw, big city, psychological thriller, macabre, character study, white collar, harvard business school, voice imitation, shocking, aggressive, insecure, 1980s, american businessman, bloody, ambiguity, horror, callous"
45243,The Hangover Part II,6.468,9789,586764305,102,tt1411697,en,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",51.808,Comedy,"English, Thai","stag night, memory loss, undercover cop, drugs"
58574,Sherlock Holmes: A Game of Shadows,7.13,9742,334615000,129,tt1515091,en,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",31.501,"Adventure, Action, Crime, Mystery",English,"london, england, paris, france, detective inspector, steampunk, buddy, criminal mastermind, 19th century, sherlock holmes"
337339,The Fate of the Furious,6.887,9719,1236005118,136,tt4630562,en,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",56.124,"Action, Crime, Thriller","English, Spanish","new york city, submarine, rescue mission, sequel, street race, betrayal, criminal mastermind, mysterious woman"
458156,John Wick: Chapter 3 - Parabellum,7.447,9711,326709727,131,tt6146586,en,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",80.825,"Action, Thriller, Crime","Arabic, Mandarin, English, Indonesian, Italian, Japanese, Latin, Russian","new york city, martial arts, bratva (russian mafia), casablanca, morocco, secret society, morocco, secret organization, black humor, sahara desert, sequel, organized crime, one man army, consequences, aggressive, professional assassin, baba yaga, dog man friendship, defiant"
293167,Kong: Skull Island,6.514,9696,566652812,118,tt3731562,en,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",39.514,"Action, Adventure, Fantasy","English, Vietnamese","vietnam veteran, island, monster, 1970s, expedition, giant monster, giant spider, creature, spin off, u.s. soldier, giant animal, kaiju, aftercreditsstinger, giant ape, monster island, water buffalo, uncharted, monsterverse"
